fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,Sep,11,GUJARAT,1120,PATAN,501578,154.036297025866,31,273,302.888985548,2612,107,2703,531516,53515,14551,8659,2870,37.55495,1159.171500048,17037,28424,51582,134478,81,207455,499519,5315,818.7275645,226182,90,72.32,64.52,100.54,NA
2019-2020,Oct,11,GUJARAT,1115,VADODARA,307734,184.652501242339,34,15,118.601328806,766,262,1984,120740,7643,3240,26755,7977,27.51065,369.061408806,3503,4747,22544,42200,24,108438,219523,2750,222.94943,41342,32,43.84,49.79,100.22,NA
2019-2020,Oct,11,GUJARAT,1116,BHARUCH,326178,187.955010046924,41,21,142.0853292,1187,207,1477,175178,6440,1710,132386,34764,36.1909,507.5320567,4207,6129,19329,44944,74,115046,247847,2664,329.2558275,80191,55,50.23,52.51,101.65,NA
2019-2020,Oct,11,GUJARAT,1120,PATAN,566649,156.431812189369,31,277,314.796955548,2859,99,2494,550693,54515,14551,8791,2867,52.53267,1228.788665048,17622,29086,51573,134436,81,207488,499545,5353,861.4590395,230666,90,72.68,61.9,100.52,NA
2019-2020,Oct,11,GUJARAT,1122,ANAND,414268,176.640248689874,26,19,88.540875181,282,54,1184,128232,5783,4705,1002,1231,43.72426,358.774458881,4816,6443,52014,90801,28,194908,362529,1466,226.5093237,55048,74,62.52,40.9,101.57,NA
2019-2020,Oct,11,GUJARAT,1127,Morbi,146344,163.675020425949,47,2,47.93375135,351,206,555,91795,8312,1216,712,69,12.181,210.36023635,1953,4078,5470,14783,91,31528,81450,906,150.245485,43704,63,72.21,63.96,100.1,NA
2019-2020,Oct,11,GUJARAT,1130,ARVALLI,821498,174.302449552923,33,579,1203.729272039,5799,5,3621,1105961,40540,7530,300806,46163,60.71692,3192.163306139,33382,54009,66661,145381,230,123429,271122,9420,1927.7171141,490614,88,83.46,69.83,100.32,NA
2019-2020,June,11,GUJARAT,1106,JUNAGADH,379293,142.832466520305,39,410,23.98523677,220,312,723,460503,157250,25215,33196,5295,17.12204,698.85507007,11557,26900,30249,90785,65,95491,273058,943,657.7477933,218860,41,94.33,93.5,101.33,NA
2019-2020,June,11,GUJARAT,1107,KACHCHH,663092,125.316733662055,53,66,520.180679394,233,159,2061,1606628,64776,5064,1779,213,18.79807,2552.352481094,30179,46481,48476,92165,1240,70263,134991,2294,2013.3737317,791872,29,84.85,85.45,103.17,NA
2019-2020,June,11,GUJARAT,1111,GANDHINAGAR,109692,202.656812084964,24,5,211.439292910001,363,221,1333,45478,525,1083,0,45,4.47309,308.076647910001,1885,2435,20765,31987,0,41570,72783,1696,92.164265,17081,67,84.94,45.76,101.17,NA
2019-2020,June,11,GUJARAT,1116,BHARUCH,138249,181.512791568164,36,17,43.3966044,503,348,1789,126900,4004,1708,98777,34735,9.87294,283.6092769,3439,5006,19272,44881,50,114918,247685,2292,230.3397325,60905,57,61.21,61.41,101.44,NA
2019-2020,June,11,GUJARAT,1124,NARMADA,567286,184.653228850706,20,551,389.613777928,4177,19,3489,900692,19629,4713,825561,194519,14.10682,2066.877457928,42987,67076,81723,213028,20,123505,310848,7666,1663.15686,463284,25,56.59,57.03,101.67,NA
2019-2020,June,11,GUJARAT,1127,Morbi,93128,154.07599316162,46,2,0.4632,175,246,620,75164,6516,1194,648,69,0.60697,116.8798495,1634,3412,5385,14585,68,31375,81130,795,115.8096795,36574,60,85.69,75.06,100.13,NA
2019-2020,June,11,GUJARAT,1130,ARVALLI,607909,157.155678156485,31,550,382.847590953,1511,36,6632,907180,33562,7561,240581,46264,16.66313,1825.195602053,28564,47339,66271,145477,193,122645,270621,8143,1425.6848811,411459,86,81.03,79.9,100.41,NA
2019-2020,June,11,GUJARAT,1131,GIR SOMNATH,192834,189.360338512317,33,158,1.31949,178,256,1065,198752,23338,6934,2121,1145,1.83006,379.50701,5862,12042,19952,66275,11,47083,142241,1243,376.35746,123418,38,93.48,92.62,103.01,NA
2019-2020,June,11,GUJARAT,1132,DEVBHUMI DWARKA,172711,137.025996181521,29,13,4.66002,74,88,998,76994,9353,4727,2683,1300,11.95662,122.1184355,2648,4636,24801,56269,8,46005,107812,1072,105.5017955,32228,23,69.1,67.59,100.41,NA
2019-2020,Nov,11,GUJARAT,1113,KHEDA,739004,196.349013842797,31,59,247.366281126,1963,74,3467,272705,3503,2447,1392,567,47.90183,830.721689326,8715,11646,52658,111241,21,115072,274515,5430,535.4535782,74542,73,59.36,39.6,102.55,NA
2019-2020,Nov,11,GUJARAT,1114,PANCH MAHALS,1817974,187.393336128934,41,201,2883.832507192,12588,19,26056,2097344,77175,9041,437666,45171,224.11991,7038.23530889204,50888,75213,105655,221609,233,193550,405066,38644,3930.28289170004,831486,82,78.18,56.47,101.11,NA
2019-2020,Nov,11,GUJARAT,1120,PATAN,631032,156.152209999347,31,281,316.062117298,3120,98,2260,566697,56078,14550,8889,2860,52.53267,1253.504676798,18027,29569,51601,134266,85,207546,499433,5380,884.9098895,234882,90,73.13,60.36,100.5,NA
2019-2020,Nov,11,GUJARAT,1128,Botad,374912,181.527098723733,37,56,79.020363343,731,47,710,358232,9688,2099,128,58,24.15378,753.462299643002,9622,21791,20661,58086,53,49336,139876,1441,650.288156300002,169528,75,87.58,83.49,100.46,NA
2019-2020,Nov,11,GUJARAT,1131,GIR SOMNATH,313357,196.38412590853,34,164,50.033857904,515,209,1099,215458,24980,6718,2458,1122,39.52341,512.682577904,6163,12761,19743,64739,12,43640,132052,1614,423.12531,131369,52,91.91,84.26,102.86,NA
2019-2020,Dec,11,GUJARAT,1104,BHAVNAGAR,741664,178.553369144503,49,398,77.73335817,678,296,982,891342,38808,4802,3935,542,64.86314,1734.11766977,17997,42962,34348,102404,304,70166,205057,1660,1591.5211716,449873,58,93.56,93.8,118.23,NA
2019-2020,Dec,11,GUJARAT,1111,GANDHINAGAR,309786,161.682336498048,30,18,320.849248927,779,118,1084,200334,4086,1089,153,45,37.85082,682.604760927,6467,8557,21059,32397,31,41901,73238,1863,323.904692,72051,66,78.03,55.83,102.23,NA
2019-2020,Dec,11,GUJARAT,1121,PORBANDAR,363620,152.137908183997,46,5,102.38806444,327,41,265,263331,60946,6683,9677,1101,31.06152,534.075859440001,5647,9584,12720,30703,67,32671,75994,592,400.626275000001,154927,27,63.17,61.66,100.03,NA
2019-2020,Jan,11,GUJARAT,1105,AMRELI,673758,170.869428520614,49,75,77.740015506,818,207,1093,685974,115222,13903,3397,322,59.72749,1309.587359106,13877,34652,28604,89293,339,101295,281470,1911,1172.1198536,346568,60,88.47,90.97,123.99,NA
2019-2020,Jan,11,GUJARAT,1111,GANDHINAGAR,336668,137.463394451806,35,24,321.233248927,928,114,978,277712,5562,1091,181,45,41.49709,744.482680927,7930,10992,21125,32486,76,42311,73757,1906,381.752342,105038,65,79.67,61.4,101.6,NA
2019-2020,Jan,11,GUJARAT,1118,VALSAD,734924,158.321355704787,30,3,199.899552222,1679,85,3792,606666,12902,1263,526835,101997,86.10243,1246.483818022,19737,25387,46983,115313,41,202331,482990,5471,960.4818358,352081,58,68.14,65.94,100,NA
2019-2020,Jan,11,GUJARAT,1124,NARMADA,1630174,139.850815455676,33,852,1069.038413966,6601,6,4047,2047015,43020,4363,1879636,192436,80.13269,4011.938273966,60867,99700,82043,210434,522,123502,305674,10648,2862.76717,1055519,26,46.81,48.91,101.3,NA
2019-2020,Jan,11,GUJARAT,1127,Morbi,212865,154.315812202301,46,2,49.27455135,390,116,673,107701,11314,1218,724,72,15.90318,231.37740425,2324,4671,5574,14815,108,31701,81469,1063,166.1996729,50816,58,66.17,55.52,100.09,NA
2019-2020,Jan,11,GUJARAT,1129,Chhotaudepur,1813658,182.625946702224,46,774,827.038564740998,11407,2,12082,2321110,45644,5059,1846861,188250,133.4472,5199.434876241,49533,78816,99879,224300,749,206060,456483,23489,4238.9491115,890321,64,58.53,47.71,101.92,NA
2019-2020,April,11,GUJARAT,1101,JAMNAGAR,84843,56.2910019323209,26,9,44.390047031,49,282,1348,125238,16191,6550,1009,406,9.77281,124.660582031,4796,9298,23411,57995,0,44013,108540,1397,70.497725,57143,59,86.74,71.06,100.03,NA
2019-2020,April,11,GUJARAT,1104,BHAVNAGAR,66103,97.402429146178,25,67,15.1366895,34,493,1377,89480,2079,4825,286,553,9.66784,111.9602231,3551,7463,32609,99654,0,67878,201425,1411,87.1556936,45733,63,42.02,35.33,155.01,NA
2019-2020,April,11,GUJARAT,1107,KACHCHH,221031,73.1944206913301,29,31,520.180679394,170,343,1948,527042,17298,4953,405,211,14.60851,920.554528094,17674,26652,46424,89007,0,67129,130187,2118,385.7653387,262587,31,65,65.93,100.99,NA
2019-2020,April,11,GUJARAT,1111,GANDHINAGAR,24740,225.584186392366,19,0,210.927292910001,289,249,1385,8069,0,1085,0,45,2.20491,231.334590910001,412,452,20734,31948,0,41478,72622,1674,18.202388,3112,67,67.49,70.44,103.28,NA
2019-2020,April,11,GUJARAT,1115,VADODARA,64786,104.954789128397,20,4,15.048697418,106,434,2284,26675,1299,3231,6708,7893,4.75562,47.801007418,1285,1631,22227,41875,0,107894,218877,2390,27.99669,8882,33,38.69,31.97,100.65,NA
2019-2020,April,11,GUJARAT,1125,NAVSARI  ,131091,139.112245740228,10,28,95.338390358,145,129,3894,84805,615,1041,56532,71509,25.16726,238.479790358,7827,8498,60601,95622,0,131574,209158,4039,117.97414,55076,75,38.18,26.98,100,NA
2019-2020,April,11,GUJARAT,1129,Chhotaudepur,228622,109.23338299915,20,296,206.1862215,1215,68,18971,472894,7963,5149,383164,191667,19.81214,742.5564757,22611,33383,99275,227847,3,202878,456185,20186,516.5581142,189460,65,60.96,58.22,104.64,NA
2019-2020,April,11,GUJARAT,1131,GIR SOMNATH,72313,319.241167988464,15,65,1.06349,48,298,1150,11096,923,6971,141,1186,1.61913,38.10562,709,1074,19846,66955,0,48037,147251,1198,35.423,7895,38,33.59,29.6,100.12,NA
2019-2020,May,11,GUJARAT,1110,MAHESANA,232505,137.690606945562,27,14,135.736767845,41,416,1692,110603,6407,5696,0,59,9.40042,297.427129845,3993,5114,34949,60893,1,79306,147607,1733,152.289942,38246,66,76.86,65.39,100.62,NA
2019-2020,May,11,GUJARAT,1111,GANDHINAGAR,67016,197.17664794561,21,0,210.927292910001,313,231,1366,27064,253,1086,0,45,2.20491,266.496090910001,1261,1453,20744,31953,0,41496,72634,1679,53.363888,9662,67,84.52,36.2,101.95,NA
2019-2020,May,11,GUJARAT,1112,AHMADABAD,154488,108.198921845637,42,28,46.6321729,491,308,3243,152186,6606,4709,667,1758,3.75765,215.053434100001,3580,7872,22093,53529,8,120656,293995,3734,164.663611200001,68520,81,58.01,71.43,100.04,NA
2019-2020,May,11,GUJARAT,1122,ANAND,167133,131.900999651358,17,10,29.931890467,80,240,881,31551,543,4700,241,1231,3.32448,74.872454867,1843,2471,51934,90736,2,193850,361199,961,41.6160844,16888,69,60.36,41.8,104.11,NA
2019-2020,May,11,GUJARAT,1123,DOHAD,844047,194.02574607483,28,1258,316.157404409,5404,63,36048,1230520,10871,4956,747250,293902,20.97226,2724.655275009,43263,74011,164357,445271,7,403278,1052533,41452,2387.5256106,567496,68,87.86,66.25,109.87,NA
2019-2020,May,11,GUJARAT,1126,TAPI,563887,150.553242261338,17,251,619.632393213,132,82,2653,298372,4756,2551,274363,225194,16.09429,1084.935403213,16850,21527,100365,239033,6,185850,414760,2785,449.20872,160652,34,52.17,49.06,100.44,NA
2019-2020,May,11,GUJARAT,1127,Morbi,53216,143.882826385283,35,2,0.3352,52,256,699,53924,4604,1188,477,69,0.4706,78.3931753,1508,3097,5328,14455,11,31270,80931,751,77.5873753,26335,62,81.34,67.69,100.18,NA
2019-2020,May,11,GUJARAT,1129,Chhotaudepur,442469,149.216539828877,31,473,206.1862215,2634,15,18270,1067768,16866,5151,856535,191661,19.81214,1819.2848245,33579,51454,99759,227868,30,203701,456741,20904,1593.286463,430621,63,65.02,62.12,102.84,NA
2019-2020,Feb,11,GUJARAT,1101,JAMNAGAR,601470,171.881547758495,52,35,172.064321269,1216,40,883,612111,76532,6593,2810,402,71.2928,1295.462982069,11586,23534,24104,58933,543,44816,109544,2099,1052.1058608,265738,64,88.42,86.22,100.54,NA
2019-2020,Feb,11,GUJARAT,1102,RAJKOT,470176,149.296185035419,47,62,173.632021568,1027,227,1809,375647,27776,3676,1551,301,63.43019,797.888851768,7871,17010,19093,56673,90,114929,339989,2836,560.8266402,176529,71,57.92,46.2,100.49,NA
2019-2020,Feb,11,GUJARAT,1104,BHAVNAGAR,799814,177.761828028161,49,398,77.73335817,782,289,905,897426,39072,4792,3941,542,88.48536,1761.49958097,18085,43170,34315,102144,312,70314,205114,1687,1595.2808628,452642,58,93.46,93.53,118.07,NA
2019-2020,Feb,11,GUJARAT,1105,AMRELI,720673,170.365110865338,49,75,77.740015506,862,197,1093,691695,116177,13903,3469,322,61.80199,1317.948959106,13933,34784,28603,89279,360,101135,281025,1955,1178.4069536,349079,61,88.41,90.3,123.74,NA
2019-2020,Feb,11,GUJARAT,1109,SABAR KANTHA,1437087,154.46761648624,40,121,179.046849521,4014,1,6594,1182659,230374,25096,348533,51327,109.67781,2115.549827981,29153,45416,56441,136231,343,127690,306236,10608,1826.82516846,579356,85,71.95,52.29,100.88,NA
2019-2020,Feb,11,GUJARAT,1110,MAHESANA,763945,166.721395652694,49,39,387.173694921,1817,165,1808,685758,39818,5885,149,62,59.23343,1589.712433321,13820,18491,37342,63920,475,83420,152891,3625,1143.3053084,231858,74,81.07,63.25,100.43,NA
2019-2020,Feb,11,GUJARAT,1116,BHARUCH,559425,168.255761432941,45,29,142.0853292,1648,37,1593,273005,11646,1700,195933,34816,51.0231,652.4550707,6054,8794,19431,44958,130,116232,249451,3241,459.3466415,123056,55,49.32,48.46,101.28,NA
2019-2020,Feb,11,GUJARAT,1118,VALSAD,862310,159.167802080968,33,4,199.899552222,1787,37,4032,801358,14944,1265,698700,102270,92.07424,1567.477707622,23845,31137,47190,115619,55,202763,483605,5819,1275.5039154,469778,56,67.43,65.32,100.78,NA
2019-2020,Feb,11,GUJARAT,1124,NARMADA,1942947,152.766046215065,40,897,1069.038413966,6946,6,4845,2630917,52025,4353,2423090,191991,91.22907,5179.415364066,65120,108264,82091,209966,1391,123297,304451,11791,4019.1478801,1368734,29,43.33,44.81,101.03,NA
2019-2020,Feb,11,GUJARAT,1130,ARVALLI,1429407,172.788160616599,35,623,1214.076792039,7636,5,2059,1304834,50024,7506,339062,45910,80.8259,3549.501359739,36746,58704,66703,144863,276,125297,273232,9695,2254.5986677,569067,88,83.22,61.22,100.25,NA
2019-2020,March,11,GUJARAT,1101,JAMNAGAR,658280,176.042098467133,52,35,218.846529751,1271,25,841,617079,77952,6551,2935,402,74.92883,1380.094180551,11646,23656,24080,58734,550,44754,109127,2112,1086.3188208,267562,64,87.96,85.53,100.55,NA
2019-2020,March,11,GUJARAT,1104,BHAVNAGAR,843786,178.477803764299,49,398,92.537730844,853,283,847,911883,39538,4794,4030,540,89.77113,1809.817612144,18321,43821,34292,101779,341,70482,205291,1700,1627.5087513,459917,58,93.56,93.43,117.76,NA
2019-2020,March,11,GUJARAT,1106,JUNAGADH,1025116,149.705194606696,40,431,136.922501205,670,110,845,509669,168011,25159,35511,5305,92.24823,992.171699505,12505,29130,30415,90949,100,95923,273689,1515,763.0009683,239361,56,83.36,77.36,101.97,NA
2019-2020,March,11,GUJARAT,1116,BHARUCH,619198,183.625109773754,46,30,237.053714735,1719,35,1567,295608,12803,1694,210953,34782,54.48956,834.353789235,6359,9304,19427,44833,148,116463,249637,3286,542.8105145,132913,55,49.52,46.23,102.34,NA
2019-2020,March,11,GUJARAT,1120,PATAN,995806,161.692463377302,38,341,409.975166422,4359,64,1445,831042,82683,14486,14724,2833,89.15886,1842.866307922,21847,35890,51609,133269,343,207884,498937,5804,1343.7322815,336229,90,75.54,57.04,100.33,NA
2019-2020,March,11,GUJARAT,1123,DOHAD,3836581,198.507175260562,46,3260,6304.47962931,27146,9,42223,5812129,53642,5147,3541087,305386,298.3124,18140.28512971,125630,212956,179381,464584,738,457689,1135314,69369,11537.4931004,2612769,71,83.17,70.55,103.08,NA
2019-2020,July,12,HARYANA,1213,BHIWANI,175061,183.927821339741,16,5,94.1881666,51,124,350,94884,52854,37229,0,0,10.6762,279.3824406,5906,7643,33254,73296,1,69093,142058,401,174.518074,52502,9,77.19,76.68,124.99,NA
2019-2020,July,12,HARYANA,1218,FATEHABAD,436808,252.642141322555,13,29,565.770382200001,326,27,992,211318,142856,67903,0,0,29.99198,1129.6406824,15590,23274,44327,100443,0,55954,121152,1318,533.878320199997,124328,28,66.42,67.91,103.03,NA
2019-2020,June,12,HARYANA,1205,KARNAL,421537,188.66134231007,18,13,602.415483628,107,131,776,252356,140342,53102,0,0,20.12767,1098.641370628,13465,17702,47043,96094,0,69674,134048,883,476.098217,148467,5,77.32,78.64,100.05,NA
2019-2020,June,12,HARYANA,1208,ROHTAK,101220,210.121849088755,20,0,71.8314348,108,74,261,48121,26749,15270,0,0,0,172.9441698,2355,3103,13729,26296,7,24682,45015,369,101.112735,23922,55,68.14,65.69,108,NA
2019-2020,June,12,HARYANA,1211,REWARI,22120,152.66887675507,13,0,3.3788,5,357,60,1282,792,4242,0,0,15.54584,20.881855,96,126,3856,7785,0,33617,68140,65,1.957215,681,12,60.88,60.88,100,NA
2019-2020,June,12,HARYANA,1218,FATEHABAD,325260,265.982618624176,11,24,565.770382200001,289,30,842,137198,93249,67735,0,0,0,930.693215299999,12339,18226,44040,100032,0,55607,120678,1131,364.922833099997,81168,24,64.65,65.08,101.28,NA
2019-2020,June,12,HARYANA,1220,JHAJJAR,60355,289.5247845826,22,1,45.7338218,26,195,222,21586,9840,11713,0,0,10.35,118.5806418,978,1293,12136,24471,0,48955,86948,248,62.49682,9444,54,80.47,76.04,103.88,NA
2019-2020,April,12,HARYANA,1206,PANIPAT,18500,195.150747255654,15,0,0,5,142,252,15122,6796,11967,0,0,0,29.510696,994,1296,12019,24698,0,26362,50553,257,29.510696,6945,34,75.14,74.72,124.46,NA
2019-2020,April,12,HARYANA,1208,ROHTAK,13000,251.490554389431,14,0,0,23,107,280,16198,8824,15236,0,0,0,40.73644,1118,1414,13613,26144,0,24557,44849,303,40.73644,7994,56,87.07,81.7,101.87,NA
2019-2020,April,12,HARYANA,1220,JHAJJAR,14665,356.522438704028,13,0,0,2,219,233,9136,5060,11717,0,0,0,32.57189,667,810,12112,24451,0,48878,86870,235,32.57189,4462,57,65.94,65.04,100.04,NA
2019-2020,Feb,12,HARYANA,1220,JHAJJAR,244453,269.728451813373,36,1,112.7467918,201,91,225,126477,49835,11766,0,0,25.85,479.7412458,3423,4605,12424,24861,12,49515,87686,426,341.144454,54063,40,74.22,72.32,100.78,NA
2019-2020,March,12,HARYANA,1201,AMBALA,238000,292.912669601186,36,1,179.501012725,661,105,526,135627,70218,8976,0,0,32.33662,609.106299125,3739,4858,10083,16178,89,29473,41981,1187,397.2686664,69756,21,54.54,64.19,106.99,NA
2019-2020,March,12,HARYANA,1204,KAITHAL,365050,302.789909754863,29,113,186.1770418,737,9,460,417197,218685,26534,0,0,29.90674,1479.3142016,14027,19908,21428,47935,76,44716,90036,1197,1263.2304198,256981,56,88.63,87.64,114.7,NA
2019-2020,March,12,HARYANA,1209,FARIDABAD,55721,285.0356514748,42,0,55.3737666,84,50,126,39802,9019,889,0,0,7.69722,176.5208766,942,1017,2109,2326,124,4048,4330,210,113.44989,13788,19,54.68,70.87,100.72,NA
2019-2020,March,12,HARYANA,1212,MAHENDRAGARH,370308,296.764232200194,49,9,685.305934384,608,110,546,313936,52029,6548,0,0,47.78015,1664.735844384,6395,8086,16697,26344,158,48327,67437,1154,931.64976,134259,15,36.26,36.39,113.62,NA
2019-2020,March,12,HARYANA,1213,BHIWANI,500000,271.658497658203,26,8,314.1541839,483,8,498,342472,186704,37244,0,0,47.5861,1292.094574,12910,17631,33493,73462,72,69665,142709,981,930.354290100002,190310,8,60.37,60.34,112.03,NA
2019-2020,Jan,12,HARYANA,1203,KURUKSHETRA,229683,270.491600348301,22,14,58.5597702,365,22,383,151592,48965,13209,0,0,31.27769,499.881086999997,6833,9702,16460,37059,8,46842,96569,748,410.043626799997,85545,58,81.64,78.29,113.88,NA
2019-2020,Jan,12,HARYANA,1209,FARIDABAD,48694,275.441036645758,39,0,55.3737666,69,51,135,30290,7272,885,0,0,4.75318,143.5580366,769,830,2049,2264,54,4019,4299,204,83.43109,9798,19,54.46,73.62,100.95,NA
2019-2020,Jan,12,HARYANA,1214,JIND,468996,279.880437137701,27,43,869.4881278,593,30,957,615687,336180,42641,0,0,56.01596,2648.6915548,22369,30010,34522,74990,84,56635,116837,1550,1723.187467,313837,14,76.19,75.6,102.39,NA
2019-2020,Dec,12,HARYANA,1202,YAMUNANAGAR,237304,260.181140085619,36,0,369.683903158,1184,5,1022,168654,37891,10076,0,0,26.21333,834.703133158,4625,6330,14154,26793,61,36232,60943,2206,438.8059,38519,35,56,56.51,100.5,NA
2019-2020,Dec,12,HARYANA,1207,SONIPAT,157489,277.09627675247,33,8,91.463216106,380,135,603,111999,45134,6522,0,0,30.95944,432.767715105999,3356,4254,9106,14683,41,28215,43949,983,310.345058999999,45581,27,92.17,89.74,122.03,NA
2019-2020,Dec,12,HARYANA,1212,MAHENDRAGARH,294145,274.965982131446,44,9,625.475063284,448,126,580,242549,39915,6554,0,0,36.06959,1328.471893284,5397,6873,16482,26126,100,47964,67036,1028,666.92724,102142,17,39.83,40.06,115.07,NA
2019-2020,Dec,12,HARYANA,1217,PANCHKULA,134289,252.989308363215,28,0,137.9685146,152,43,264,63863,15068,2510,0,0,16.51059,316.0456666,2229,2728,6103,10446,26,14115,21508,416,161.566562,8222,30,39.03,42.09,100.77,NA
2019-2020,Nov,12,HARYANA,1208,ROHTAK,226420,277.344561131446,34,1,183.8184183,324,46,336,161210,88533,15545,0,0,21.96554,652.891125300005,4708,6447,14214,27001,140,25225,45801,660,447.107167000005,82858,40,69.39,68.06,106.91,NA
2019-2020,Nov,12,HARYANA,1212,MAHENDRAGARH,263788,279.727724708117,42,9,565.446468284,392,132,600,214812,35110,6537,0,0,36.06959,1202.404778284,5005,6381,16360,25971,75,47821,66853,992,600.88872,89842,17,38.54,38.85,115.84,NA
2019-2020,Aug,12,HARYANA,1219,MEWAT,378256,254.193108235934,32,4,795.9504209,212,167,807,246323,3813,1529,0,0,22.24241,1444.3289209,7577,9286,33135,46903,28,74599,112852,1019,626.13609,98480,24,48.96,50.85,110.47,NA
2019-2020,Aug,12,HARYANA,1221,PALWAL,105328,318.355940906775,31,0,68.4504228,123,159,323,49075,11393,3343,0,0,11.56921,236.2528108,1543,2031,9438,13539,0,22375,32488,446,156.233178,18673,29,53.26,48.08,121.6,NA
2019-2020,Sep,12,HARYANA,1210,GURUGRAM,38044,257.139086131504,33,0,106.3995339,19,159,163,24927,11468,2068,0,0,10.5678,181.0643939,750,823,2661,3759,1,10575,14206,182,64.09706,11405,5,39.35,49.22,100,NA
2019-2020,Sep,12,HARYANA,1215,HISAR,774917,293.400489512225,21,27,437.05723405,669,48,2535,483706,296975,77100,0,0,60.41938,1916.67238585,22529,33220,58831,132243,23,95246,198296,3204,1419.1957718,286092,28,73.32,80.86,100.24,NA
2019-2020,Sep,12,HARYANA,1216,SIRSA,397202,283.313859610611,14,46,231.69246323,697,60,624,296105,181324,74271,0,0,25.54466,1096.14362723,20284,26747,52625,121006,6,109061,235773,1321,838.906504,158390,29,89.05,94.57,106.41,NA
2019-2020,Oct,12,HARYANA,1208,ROHTAK,214300,289.283457776453,30,1,183.8184183,277,57,335,133930,74131,15499,0,0,21.96554,593.221293300004,4395,5937,14162,26931,92,25166,45724,612,387.437335000004,69311,43,68.35,67.02,108.42,NA
2019-2020,Oct,12,HARYANA,1210,GURUGRAM,45624,268.485383325713,41,0,106.3995339,19,158,165,32805,15398,2075,0,0,12.5678,207.0439639,800,890,2671,3774,21,10585,14221,184,88.07663,15080,5,41.5,52.06,100,NA
2019-2020,Oct,12,HARYANA,1213,BHIWANI,306876,276.553264855519,21,5,221.3840035,260,95,435,171199,95025,37305,0,0,21.6691,716.5095274,8081,10838,33380,73449,12,69329,142366,695,473.4564239,93646,5,77.54,77.37,121.45,NA
2019-2020,Oct,12,HARYANA,1217,PANCHKULA,103178,286.711867329635,24,0,87.9631884,110,55,244,34793,9003,2480,0,0,16.51059,204.2294384,1444,1727,5999,10305,7,13995,21346,354,99.75566,4409,33,40.08,44.33,101.06,NA
2019-2020,Oct,12,HARYANA,1218,FATEHABAD,760978,288.868868114892,21,62,1306.03683716,704,7,1634,572885,394349,68072,0,0,123.6892,3084.61245226,26177,40845,44677,100743,38,56353,121466,2338,1654.8864151,341618,39,64.93,66.64,104.15,NA
2019-2020,May,12,HARYANA,1206,PANIPAT,48086,191.64569330142,20,1,0,38,135,221,30499,13395,11975,0,0,0,58.45002,1453,2008,12048,24754,0,26395,50614,259,58.45002,14070,33,72.33,71.94,131.17,NA
2019-2020,May,12,HARYANA,1207,SONIPAT,22745,479.572252113759,20,5,0,57,264,340,7806,2863,6156,0,0,0,37.43541,384,448,8491,13843,0,27249,42588,397,37.43541,3698,59,82.27,75.97,179.27,NA
2019-2020,May,12,HARYANA,1211,REWARI,12070,1498.73958333333,8,0,0,2,365,60,48,18,4235,0,0,0,0.719395,6,8,3847,7772,0,33606,68125,62,0.719395,24,12,49.12,49.12,100,NA
2019-2020,May,12,HARYANA,1217,PANCHKULA,35020,324.759310244892,14,0,0,36,104,196,6901,1172,2470,0,0,0,22.41164,486,542,5961,10263,0,13942,21280,232,22.41164,806,34,43.75,49.35,100.44,NA
2019-2020,Feb,12,HARYANA,1205,KARNAL,1150000,285.178763736744,36,32,1226.172280954,1209,46,737,937632,509413,54048,0,0,49.33011,3949.42973695411,25754,36142,48951,98861,505,72166,137707,1946,2673.92734600011,562763,3,78.26,79.87,100.15,NA
2019-2020,Feb,12,HARYANA,1208,ROHTAK,265835,273.079644857629,44,2,267.3602842,583,0,328,282253,150756,15723,0,0,33.47661,1071.6123842,6395,9032,14545,27460,479,25666,46435,911,770.775490000005,144323,39,72.95,69.65,103.86,NA
2019-2020,Feb,12,HARYANA,1216,SIRSA,640000,276.992807040393,19,52,245.14780648,1230,19,390,537470,327957,74328,0,0,42.49042,1776.39146648,26954,36958,52752,121098,53,109533,236433,1620,1488.75324,290005,25,84.18,87.15,105.36,NA
2019-2020,Feb,12,HARYANA,1218,FATEHABAD,1224677,258.867480626433,34,84,1861.10623557,1197,1,1714,1228607,825906,68498,0,0,146.03762,5187.60784326999,35962,59585,45541,101939,462,57844,123710,2911,3180.46398769999,726701,32,61.75,63.52,102.6,NA
